Frame ID; Time; Collision Count; Red Mushroom Count; Brown Mushroom Count; RL Position X; RL Position Y; RL Position Z; Game Position X; Game Position Y; Game Position Z; Navigation State
1;00:00:02;0;0;0;0;0;0;0;0;0
2;00:00:04;0;0;0;0;0;0;0;0;0
3;00:00:14;0;0;0;0;0;0;0;0;0
4;00:00:19;0;0;0;0;0;0;0;0;0
5;00:00:20;0;0;0;0;1,1176;0;0;0;0
6;00:00:21;0;0;0;0;1,1176;0;0;0;0
7;00:00:22;0;0;0;0;1,1176;0;0;0;0
8;00:00:23;0;0;0;0;1,1176;0;0;0;0
9;00:00:24;0;0;0;0;1,1176;0;0;0;0
10;00:00:25;0;0;0;0;1,1176;0;0;0;0
11;00:00:26;0;0;0;0;1,1176;0;0;0;0
12;00:00:28;0;0;0;0;1,1176;0;0;0;0
13;00:00:29;0;0;0;0;1,1176;0;0;0;0
14;00:00:30;0;0;0;0;1,1176;0;0;0;0
15;00:00:31;0;0;0;0;1,1176;0;0;0;0
16;00:00:32;0;0;0;0;1,1176;0;0;0;0
17;00:00:33;0;0;0;0;1,1176;0;0;0;0
18;00:00:34;0;0;0;0;1,1176;0;0;0;0
19;00:00:35;0;0;0;0;1,1176;0;0;0;0
20;00:00:36;0;0;0;0;1,1176;0;0;0;0
21;00:00:38;0;0;0;0;1,1176;0;0;0;0
22;00:00:39;0;0;0;0;1,1176;0;0;0;0
23;00:00:40;0;0;0;0;1,1176;0;0;0;0
24;00:00:41;0;0;0;0;1,1176;0;0;0;0
25;00:00:42;0;0;0;0;1,1176;0;0;0;0
26;00:00:43;0;0;0;0;1,1176;0;0;0;0
27;00:00:44;0;0;0;0;1,1176;0;0;0;0
28;00:00:45;0;0;0;0;1,1176;0;0;0;0
29;00:00:46;0;0;0;0;1,1176;0;0;0;0
30;00:00:48;0;0;0;0;1,1176;0;0;0;0
31;00:00:49;0;0;0;0;1,1176;0;0;0;0
32;00:00:50;0;0;0;0;1,1176;0;0;0;0
33;00:00:51;0;0;0;0;1,1176;0;0;0;0
34;00:00:52;0;0;0;0;1,1176;0;0;0;0
